,DETX,DETY,PI
176,-370.36516339435093,12581.9699113646,5617.662120422064
177,553.1826984836551,14001.691123470497,2490.00093357313
178,-9081.882967036818,-9405.315619851188,3089.821943595142
179,-13454.12821990868,-3823.1841489757753,456.00081783661153
180,-5413.7305756832475,10949.548256548833,1557.0010234969086
181,-9212.999766316148,9646.160720566,3178.001006004204
182,-10415.680569258742,-1376.0680323068705,1415.0008874635969
183,-6980.026762700906,13583.050521768846,6737.000935342832
184,2438.4348740802284,1108.7053138340787,5608.537043441583
185,-7965.897429580772,-574.6613134820801,4226.000980222238
186,3880.1916333880777,11299.649335039643,622.0008010008896
187,14471.849254104385,2138.5366652119046,1591.0010670595511
188,-1168.3998637688592,-1420.0002238035668,2947.001014153677
189,2198.528419550372,7548.016322734919,4686.915357292537
190,3013.4676982624746,-11661.554561445098,9314.001104133407
191,-4800.116633743509,-2261.454553492965,4723.000968600503
192,8892.00046266918,-4503.0983983408,2188.30492579667
193,7818.6263055797845,-3788.1089461499787,2963.4366447584093
194,-6875.711524687274,7213.523029584326,1071.0009975695575
195,12405.547368808227,-4167.938644507632,569.0008134277887
196,-13348.35520803658,-5206.003191910611,9482.704516202364
197,-9352.49422817193,-8736.385180378687,11506.659280234417
198,5865.398827035208,-5231.147813230604,5638.00814698415
199,8158.82166592265,-13751.218589056352,7618.0009165081865
200,3360.8430211810323,10627.659907072471,7043.50220659337
201,-3647.4850771949004,-7676.597692915094,3785.8154702453135
202,10050.575594814602,-6682.406704831556,3921.000988237516
203,9263.499863527833,12383.931409738385,1128.8258125713928
204,9685.939054099792,-8110.54578496954,4388.792671193097
205,-7901.313749337668,4248.342234374372,4510.968704894462
206,-3613.703542809109,-14514.548657152905,2643.0009345096914
207,6035.522623994229,6917.995486655588,4074.000964787161
208,16114.32914282638,649.6856588377817,11498.145735539309
209,-8401.697090544816,5893.959501867419,8144.472393482726
210,-13416.459187892951,2200.657127542609,9872.359214143535
211,-14276.385530445854,-2366.0129911020567,6402.000988122905
212,-1169.4784267996174,16721.106390472116,4343.000978786645
213,-6174.304937744033,7881.192669394673,1277.0009860792197
214,16072.055289109272,-1198.2160600014104,2276.001061051589
215,1299.5046306160223,2438.470765436276,1241.052165888321
216,-722.0169069005321,3117.204641285302,3835.0009669901738
217,-9837.936516707434,8114.7404871978515,470.000858726562
218,-14181.473255716613,2239.162850538444,300.0010311040096
219,-8347.404069597218,3842.065017499332,6453.001053466869
220,2311.1649338936927,8914.31132546848,819.0010419317696
221,5172.1765736083025,9355.800736590263,5947.001024866826
222,-3373.3342738326014,12027.476804623013,1832.0009626987594
223,-11865.592054117584,781.4613833212416,6514.000925051849
224,12364.902764265202,9405.78070903202,668.6118029615984
225,2937.816803128406,579.234273496359,6181.028742391117
226,3076.17254808022,-14829.116655555817,2484.0009717903886
227,853.5764841449569,-14264.511407306623,11734.615147758886
228,7429.493239581209,2784.572646832348,6906.610215361589
229,9710.002045809902,-11897.254744024864,3666.578665537517
230,3075.586891647832,-7671.00034934096,2620.0009509456286
231,-3546.8149588172955,-5065.933810982306,6762.842378737973
232,10270.0004737759,5826.960770259487,530.0008667446382
233,899.4799607415148,15440.762435056195,1773.0921147435652
234,-4857.681142612831,-1705.641546516485,7154.47408312749
235,-7814.382813439104,-1132.6637944506178,7166.000934143478
236,6568.881027540401,-11314.746513483464,8453.644665600646
237,-8311.37720909957,-495.0356766633481,3330.84607511648
238,14671.785689071703,458.72304632232255,8555.215409256673
239,-1781.5398198774494,14802.479616129822,3618.867331213261
240,5834.101827392584,11231.52596609456,4236.641598917094
241,-5536.9243649537875,-8639.000333921053,4962.206853355915
242,2221.9266467485245,14012.101740912925,1759.0009724529664
243,12.000075380958606,-10349.683545193087,1140.1698222012951
244,9041.720451633417,-14475.30272892317,11268.49932531331
245,2609.783935821657,6658.226887142327,10722.518495706885
246,-11684.662574382823,10209.272450203245,431.0009120434115
247,10502.20855608692,-5438.866154300662,1848.000925817847
248,13121.050550953865,3040.4944274697036,4346.570035393147
249,-705.1551040555661,-5686.249692425444,681.0011405473924
250,-7044.04184190146,2176.5182724331785,5801.214886072929
251,4853.592605903249,609.7709722544124,921.0007824290369
252,-13564.995063551758,2902.152610686065,4582.634984944252
253,6272.726466769275,-369.15616722773984,1463.0009719161899
254,5001.741681054652,-10648.710073739998,4924.0009564419925
255,12694.605371487287,10541.912410267747,359.00098045985214
256,11969.110382621395,2562.397442675016,1823.001020024647
257,-10495.286062694098,-640.9939762298178,4163.3917101121815
258,6282.8289064555465,-10024.673554309631,679.0010232229251
259,5690.1494467600805,2590.667795811882,659.0010205502331
260,-2166.1687654414263,8141.657649775565,4225.000970333836
261,3113.1038375399885,9169.636006951265,4097.00097273814
262,-1324.3914663845746,-138.86295631332828,625.263866746768
263,-4613.907566415696,10234.280118361194,1473.000973252536
264,-11498.1604999028,-5251.4918705637765,1470.0009923611651
265,2553.116579074321,-10526.853868347089,303.00081690005027
266,-9523.383109402874,2794.8091173694866,1144.0835771378524
267,-6723.000161539181,-13760.140248833586,6265.000950305432
268,-1339.2797374866443,5098.948167847315,3634.7144295145795
269,14300.945877299888,-5646.449695765417,2830.0009790088952
270,14403.368751234837,2242.140087940968,490.00086139925406
271,-12095.417015946065,9227.999353193678,2971.0009588323082
272,10674.865697162857,3439.7261857288304,4105.0009786846
273,-4401.000197241432,12204.043138581734,3136.0009808820178
274,9013.087098043481,12253.976646214169,7628.803392690027
275,57.706471481579676,-4155.035708379768,5266.535710628801
276,13675.577214819563,1857.5749155939593,5341.971175066811
277,3445.5048124819286,12587.113273700663,4131.003970335159
278,-13255.646631786705,841.7317317830868,1483.1476370811683
279,9349.23546422271,7480.617375715831,1529.0009417170077
280,-9294.238341627686,5489.815062251656,6407.000891243413
281,8274.939968078013,3025.9503419241105,1145.0010464775842
282,-4585.234054530842,9190.341468902294,9439.97923043431
283,12653.78859217723,-1615.896022665458,7142.027974247937
284,13009.752252658858,-4135.006607853944,6696.001066430545
285,-10381.282544020367,5458.308840136544,3274.795655828745
286,14163.990105368333,5765.235579911176,5023.000959917052
287,-4733.999977958738,-11316.004739688618,3356.7814857652297
288,-775.8527197484683,13281.657133402925,2122.0654815840794
289,-7774.716825583004,3849.9995561318938,11382.881766419421
290,10781.743684397268,-5265.895108063187,3663.99119859072
291,-9257.95154968886,-9972.183095767028,3088.00099397709
292,14807.530743070347,-2628.6865402010935,5006.000986909563
293,-1327.9584598178676,8980.278129623972,330.00084001771756
294,-4024.920524056332,1758.7403184051213,781.3800902285004
295,15243.05998030704,-5738.3056878558955,650.0422765933473
296,-2191.5667642707167,-10098.006508391345,1814.0008822552045
297,-10171.765026061501,5140.197358490463,653.0010587674915
298,-6828.645896038448,-11157.862091342067,6092.998526842437
299,-8223.617728401994,-10425.094530757595,912.0010348502547
300,-4783.579982783999,7123.937041380022,10468.152824191584
301,2808.7594766362213,-2649.9446552226004,2791.0010323257447
302,-4064.2242600174804,848.9997348168399,667.001099657442
303,-4983.421918364553,11318.485724209067,8632.26369373202
304,-7402.136093316571,-9581.064629938997,5973.284289662606
305,2069.000140420554,9569.52865921706,10526.946477616919
306,-11673.450633116885,10827.53390114413,2212.4036879271216
307,6470.310904237416,15659.098967599673,1676.5750406529048
308,-6760.334061225563,-913.5140458148886,541.001121838548
309,-1986.3248419748663,8116.680684730985,2246.9225033740636
310,15119.786016615351,1075.846141833814,4365.520014126472
311,-7181.148037222085,14050.679831050133,6768.353589226543
312,-11306.02006089989,1299.5641149099076,3899.000965788022
313,-982.2706723638686,-15433.414040493853,1679.0009617621981
314,8004.0791102496,5450.357043896518,10426.779331116979
315,-10143.687996994055,-7821.504359758038,3872.000991444187
316,-2089.6838891025905,-14595.648839953199,561.9312305464573
317,-12119.530270098296,5887.336408692525,5919.000943086925
318,15787.776475358833,-3390.0313928150626,412.0009680329531
319,-7599.359478633691,-115.27348847334997,2040.001068532889
320,-5512.560205247222,-2452.6120541953806,6532.732913148812
321,13437.949480377272,2084.335783122767,7224.003570218861
322,-10371.242515981172,12599.281599339942,5905.265023196984
323,-5208.634319366782,4183.293486241783,11191.610722503208
324,2528.0656077925655,12838.104637714128,4626.881564101306
325,-16404.017320113315,1144.4779142777418,4913.000993991078
326,-2336.8000209214115,7023.25880623739,8700.512839380064
327,5349.3949084614505,-9665.545604972713,6135.000932932933
328,-13169.927214745392,-5040.045616729171,7416.3409435254125
329,-6182.976805703127,12316.076396226468,512.0009813964134
330,-6561.629306548413,-12121.727695341,11014.595363277676
331,7857.193218239163,-15104.597151375261,10865.76112560667
332,16270.447224589721,2314.8419068992253,671.841655619541
333,11338.354939220584,-9731.074844989858,9548.405018032023
334,8848.075172076506,-3160.4465688462847,7061.387300524718
335,-6287.551824300095,-10352.7254823286,2363.0008970920026
336,4689.000083670486,-853.3881566418735,6975.7166728351895
337,8478.000361953396,7109.934103108056,5216.000966198997
338,-5242.845637789283,-4295.840661455095,375.0011386742699
339,3169.08072970357,13021.645957479737,5225.022647917631
340,-5764.472255774469,-873.8036879587798,1663.0009986431105
341,8163.565754316553,-4406.2639130846455,6364.000905006658
342,7092.547251135079,6026.575295302955,5170.000999070871
343,-2708.6155068503585,-10481.995368498054,1308.577864625707
344,3800.7126670748557,10269.530030431384,3826.2003094804613
345,-10256.063559997034,4977.085289281019,8266.067147359558
346,3951.4289327932784,-7924.392388028094,1250.0009629615524
347,9688.882292208538,4522.622575901518,3528.823669297661
348,2786.4224007919843,-14868.161423985635,2137.0009059096483
349,8093.268932047761,-10282.641366095575,2007.0008885371499
350,9649.546509831825,9814.304008532152,10192.639336576252
351,-7987.403909847446,10478.132896443554,5014.947237514777
352,8531.48851642658,-12484.551988537976,3410.0009589693
353,-7.783157178197176,7859.393278040387,9890.044992897685
354,-9517.179179454637,1071.8325037383804,2180.178020235377
355,-2420.4095391230035,-8645.76669666701,11609.000727991166
356,737.5812906576066,3468.6470349281353,3550.0009776781444
357,8743.555779372093,881.8207084299015,10543.001014746405
358,-7791.645727173071,-12304.138973847203,2459.0010659971886
359,-6950.956579750903,6332.854483395434,9167.746040208263
360,-9531.912549723125,-8761.239361726268,10001.178132859091
361,9914.205777257972,12516.658502809858,4249.000988173217
362,11359.535961129968,8879.374971510824,4268.453103786596
363,5060.07494477888,-10479.669269734943,346.0009982321353
364,11545.217175149803,393.8500381135433,558.8775079496453
365,-9227.97465921246,-14472.019389211751,6898.001015386602
366,6886.176850751587,269.9272265318753,1041.0007984651893
367,5465.248664626046,-1260.7510430906982,920.0011139574635
368,11718.000335082295,9904.228106678742,2067.000896555226
369,3051.830754837491,-11608.340035123954,493.001037385955
370,-11336.894603500585,-1549.850237808281,5361.512050806001
371,-13343.94106733566,-600.6037166138155,3725.0009522903674
372,-12301.58702208511,5336.706468371001,2531.825982634368
373,-16216.695040132658,-4368.897330957828,3083.000993308917
374,-4088.8151955921753,4180.3671508433445,2251.000960163059
375,2529.8592246218213,-15875.30945420093,425.0009502606699
376,8101.21791661592,-2675.663359304299,4813.0009806276175
377,1918.4935974370746,-9884.514881193008,368.00111822929466
378,7370.05094432949,5259.29989546122,1698.5439716442784
379,9034.527993941034,6679.657579968871,7021.7090174780415
380,-12930.836790839,152.9534964532837,2354.251634081915
381,-3153.559046751597,-14554.762246850372,667.001099657442
382,-4280.296103857614,-11241.316520060274,2903.0009692546882
383,-11426.06958973803,-3997.0003157269675,10820.900001232898
384,-2735.197475896124,10770.195796835364,7211.8691793938315
385,13456.67159140138,3865.4234571338607,1375.0008821182128
386,8907.352851847269,-2558.1220063626342,1784.0010733414965
387,6948.8309184325635,-2512.3279126712564,2769.0009123285854
388,7085.872365307618,13344.270310101332,752.8577861489268
389,-10710.981437543805,3137.1343570477447,2858.4944195512912
390,-489.4859485876272,4491.293513578564,9587.20685361558
391,4427.89865990046,-15721.055398014947,3715.000999727854
392,-12493.107689119033,7986.999642051756,5938.349486084762
393,11337.210445367682,-9072.681569343811,11763.766551884317
394,-7508.016579832105,9097.753907786602,1964.1000050566115
395,-1646.8214298538376,-10785.796662557228,732.2725869138477
396,-5563.91389913057,11248.15575717375,7866.0547933727
397,-8076.494696479902,-10178.008282965031,1258.0010420687613
398,-5140.791662034002,-10579.959171007446,2269.001040606614
399,1757.0077225226973,9691.89306124598,1594.56085018585
400,-4352.605320329266,15158.83859093171,2912.8080957538527
401,-1901.407265435113,6990.532243358255,5385.864428518678
402,-2325.8116423141314,8819.165859697094,9518.341297912506
403,-9314.41083129661,1183.3233508868927,4147.00097941987
404,6212.871856708421,8702.533110832172,9855.072876375329
405,-4153.899250196764,1949.1031939650263,3129.0009604370425
406,-5904.453183984617,-851.9202974242764,4167.009181636633
407,-12069.470968462032,7596.973816088027,4904.386024730079
408,-1909.9688454686184,10752.376848294196,9838.127412032913
409,1299.3570572366068,12478.630610347343,1521.001057705129
410,-13254.444830451066,-5066.320501926089,702.0008116916579
411,1205.9407431215996,3974.7433453042213,672.0010027779499
412,5427.888242624288,14065.420411295987,1034.0011682108743
413,494.2166464841486,-3528.493459190801,3520.2951536978953
414,-3647.805760715839,16269.904985685405,1331.0010323145543
415,-6779.873868796297,12336.730550801223,8223.152493453961
416,-8662.455442692957,12518.687252471458,5503.767127791474
417,9578.77707809125,-1736.826751913167,5775.917577452757
418,9725.00016006187,2948.5462275458603,4148.000964921355
419,-10205.704756138412,-989.0158456093297,8260.119407438433
420,-7087.40572691756,1557.8880564617787,3747.0009747398617
421,13505.279632827109,-5345.203923166085,4932.0510160749955
422,10197.242370385717,10111.851435079072,11292.449651240184
423,5651.838480706374,3231.166351644915,9155.474616693482
424,-3491.24778162791,-4293.902411473414,8713.000965290412
425,6777.886548540382,-11233.48380126284,8870.000810685247
426,-9389.842395892292,-12575.467040202411,416.0008124912274
427,-11592.462362394908,-10094.096319512659,11207.481829554314
428,4042.3673873225,-14754.097614885064,9346.913870514516
429,-12689.972908280593,-7362.736456120344,1797.0010555692133
430,10774.49456386161,-3370.3614733662585,311.00089600725914
431,-12297.05499001093,7922.544320421342,397.000868480769
432,8259.303442987019,-8167.066779464648,8028.000971298374
433,-12393.909499164709,2993.5056427114837,2418.001001989571
434,5737.046695255619,12225.056320139698,1323.0009532073454
435,-9321.676703764815,-10864.029548051947,4269.748036080242
436,3002.6957627708207,-13582.044481785042,6854.027218622051
437,-8192.825021304776,-13774.410845381497,1099.0010793494585
438,9347.65174550149,13477.876615589525,8218.828857145289
439,1703.6451807256076,-10004.687302746599,8903.000795585656
440,9599.66844387687,-11281.103339481058,1673.0009999794565
441,1430.9293516983805,8059.2036564386935,10098.961799005065
442,-9106.076516960335,-4490.793968837373,11516.483327492162
443,12178.687146656433,-1900.1966562678467,8296.349001857252
444,8149.443862112182,1235.141170873279,3748.000984628263
445,-1669.3064401759193,-679.896689529828,3370.495052976405
446,2373.578612783779,8643.266297702834,10717.613785862828
447,-15630.234230281087,2657.9997049530502,8894.97009423602
448,-6061.594782881994,752.8613804823093,4503.200910746384
449,-12835.268426695147,5507.742345471603,1110.000944252708
450,-4043.030057135942,7356.26931986907,9639.980328436499
451,-16720.872493152474,-2887.904226132677,2585.4791549071256
452,1159.3796689066326,6131.884499253149,3679.7352862626662
453,8764.864654328012,-3765.382999033054,1652.0009386445308
454,8325.000196035253,-12966.307719755481,1102.0008651454991
455,-2211.338693929544,2320.543002501423,477.00087917153724
456,14314.944646690446,-79.30212871945974,926.0010757402051
457,-12578.684646846508,54.73004306318589,2533.000919809885
458,1308.7289429563548,14580.66928969678,9579.97321410747
459,1375.0001455672173,-5996.816069503228,1537.0010208242165
460,15651.93169238265,3672.3334299430085,6773.000901134612
461,7731.845112855121,13728.950945946815,3745.4865993406365
462,-7792.955755388647,-13543.403323413284,2710.000962972743
463,-10838.379247049925,7460.737357457753,4596.000980893208
464,-4775.658522049034,14115.616141831228,6355.000962332546
465,-4298.152187809977,-12561.917976987159,2284.954735922267
466,2651.0989559744316,-12191.47096579093,6312.890175556541
467,-4599.422868869506,6621.0423141126885,10250.000995101
468,-8122.345811808932,7495.413782320859,6807.050340166897
469,67.49299940222748,7978.364097720589,1727.0010462147911
470,-1321.105365391992,2.57888516808124,620.1334660165331
471,13411.895828689758,1283.0086097370693,308.0011102112185
472,6679.224483600428,10825.304892413515,5753.236525099475
473,-1887.1585526351444,463.9714834217844,11980.992082688643
474,-4576.296601456003,-4966.531922553416,10254.912509825179
475,1045.3612650200816,9301.213203430498,3482.4624426986347
476,-608.7520854483104,-16338.957027445256,484.00089961651247
477,6847.750726128279,-11031.639714073503,3306.475004866046
478,8837.271631114647,5874.880926636162,3318.0010247130485
479,32.79632303742014,8110.162459946998,2376.0008793197194
480,6702.722556653128,9861.297610957865,5602.000978762888
481,-4528.421305213957,-11970.004537840588,4450.968984230943
482,-4138.327935649295,6070.532799403631,7034.83649546041
483,-11653.824272652506,-4009.163598397246,1453.0009705798439
484,-12116.929901202679,3485.9144709409607,3288.0010207040104
485,9866.147419716106,-3633.4570686950556,4380.326855084632
486,12950.141647156539,448.1924604915723,2932.7953512463314
487,-6994.132439351782,1926.7184278967454,9280.207406330353
488,-1587.3335031126178,-2286.7992305768817,654.3714501591027
489,7163.913330825814,-11664.12470261719,9085.775239361055
490,-13334.771213018974,-6144.898899453937,7327.39743416205
491,-5751.316843620084,-3930.541856730657,6813.315411984381
492,5533.767627966708,-6422.544812973473,3324.00098649579
493,488.68351792963773,1386.2353435077537,1132.0010642498673
494,-12924.5589720409,8585.116669194254,9636.911043175924
495,7164.677420815816,12714.243547721726,1539.0009430533537
496,-3749.3032151313196,-15244.43609760059,1039.360480728082
497,8947.428950258787,-2300.478814898976,11005.17068182538
498,1545.8499960338922,-6016.459826026742,6876.315382056011
499,821.8002872626342,8338.901662319859,4357.000970902763
500,-14058.962518285303,879.6722799377361,6192.7059261089325
501,-8479.335916755172,606.899936236528,5900.0009990764665
502,-2654.734666618742,11534.744277613923,1217.238632351812
503,-11208.542680005643,-11222.99530750906,1680.0010204244318
504,4593.694166729144,-14557.62823797185,3998.000969263081
505,-2872.0709798728917,-335.58371308404816,6042.29595160896
506,-7591.4563308385905,-14335.747853360754,1189.0008962812426
